omega,beta0,E,episode,beta,average R^T
100,1.0,4000,6,00.998500000000000,-12846.642578125
100,1.0,4000,19,00.995250000000000,-12270.462890625
100,1.0,4000,25,00.993750000000000,-12220.677734375
100,1.0,4000,41,00.989750000000000,-12313.48828125
100,1.0,4000,43,00.989250000000000,-12317.8642578125
100,1.0,4000,46,00.988500000000000,-12204.3544921875
100,1.0,4000,54,00.986500000000000,-12234.1943359375
100,1.0,4000,57,00.985750000000000,-12233.9736328125
100,1.0,4000,72,00.982000000000000,-12337.0458984375
100,1.0,4000,75,00.981250000000000,-12278.4462890625
100,1.0,4000,95,00.976250000000000,-12040.0009765625
100,1.0,4000,103,00.974250000000000,-11977.4736328125
100,1.0,4000,107,00.973250000000000,-11893.498046875
100,1.0,4000,127,00.968250000000000,-11863.173828125
100,1.0,4000,140,00.965000000000000,-11984.5302734375
100,1.0,4000,156,00.961000000000000,-11980.896484375
100,1.0,4000,159,00.960250000000000,-12037.1611328125
100,1.0,4000,168,00.958000000000000,-12080.240234375
100,1.0,4000,179,00.955250000000000,-11983.072265625
100,1.0,4000,184,00.954000000000000,-11945.966796875
100,1.0,4000,186,00.953500000000000,-11992.16015625
100,1.0,4000,187,00.953250000000000,-11851.93359375
100,1.0,4000,191,00.952250000000000,-11806.900390625
100,1.0,4000,208,00.948000000000000,-11752.296875
100,1.0,4000,230,00.942500000000000,-11695.2255859375
100,1.0,4000,235,00.941250000000000,-11589.6298828125
100,1.0,4000,250,00.937500000000000,-11670.6953125
100,1.0,4000,256,00.936000000000000,-11689.138671875
100,1.0,4000,261,00.934750000000000,-11708.87890625
100,1.0,4000,268,00.933000000000000,-11578.240234375
100,1.0,4000,272,00.932000000000000,-11549.6455078125
100,1.0,4000,274,00.931500000000000,-11476.525390625
100,1.0,4000,293,00.926750000000000,-11736.0732421875
100,1.0,4000,309,00.922750000000000,-11898.19140625
100,1.0,4000,311,00.922250000000000,-11911.359375
100,1.0,4000,319,00.920250000000000,-12069.796875
100,1.0,4000,331,00.917250000000000,-11867.7021484375
100,1.0,4000,340,00.915000000000000,-11777.99609375
100,1.0,4000,348,00.913000000000000,-11686.865234375
100,1.0,4000,364,00.909000000000000,-11315.5107421875
100,1.0,4000,368,00.908000000000000,-11416.9306640625
100,1.0,4000,422,00.894500000000000,-10594.224609375
100,1.0,4000,423,00.894250000000000,-10683.81640625
100,1.0,4000,440,00.890000000000000,-10877.767578125
100,1.0,4000,443,00.889250000000000,-10753.650390625
100,1.0,4000,446,00.888500000000000,-10819.2275390625
100,1.0,4000,461,00.884750000000000,-11106.240234375
100,1.0,4000,464,00.884000000000000,-11153.3271484375
100,1.0,4000,465,00.883750000000000,-11234.013671875
100,1.0,4000,475,00.881250000000000,-11174.8515625
100,1.0,4000,492,00.877000000000000,-11147.7978515625
100,1.0,4000,494,00.876500000000000,-11201.357421875
100,1.0,4000,515,00.871250000000000,-10285.0361328125
100,1.0,4000,518,00.870500000000000,-10233.5751953125
100,1.0,4000,532,00.867000000000000,-9414.8173828125
100,1.0,4000,537,00.865750000000000,-8903.748046875
100,1.0,4000,564,00.859000000000000,-7821.47802734375
100,1.0,4000,574,00.856500000000000,-7410.94140625
100,1.0,4000,580,00.855000000000000,-7241.330078125
100,1.0,4000,582,00.854500000000000,-7207.40966796875
100,1.0,4000,587,00.853250000000000,-6983.31982421875
100,1.0,4000,588,00.853000000000000,-6894.94189453125
100,1.0,4000,603,00.849250000000000,-6212.18798828125
100,1.0,4000,621,00.844750000000000,-5793.14990234375
100,1.0,4000,623,00.844250000000000,-5561.10302734375
100,1.0,4000,635,00.841250000000000,-5242.06787109375
100,1.0,4000,642,00.839500000000000,-5153.3779296875
100,1.0,4000,643,00.839250000000000,-5151.62060546875
100,1.0,4000,645,00.838750000000000,-5052.08447265625
100,1.0,4000,648,00.838000000000000,-5073.619140625
100,1.0,4000,650,00.837500000000000,-5051.08837890625
100,1.0,4000,662,00.834500000000000,-4928.82763671875
100,1.0,4000,672,00.832000000000000,-4867.58154296875
100,1.0,4000,684,00.829000000000000,-4713.51123046875
100,1.0,4000,689,00.827750000000000,-4739.3251953125
100,1.0,4000,715,00.821250000000000,-4696.75830078125
100,1.0,4000,719,00.820250000000000,-4666.51513671875
100,1.0,4000,723,00.819250000000000,-4681.52294921875
100,1.0,4000,724,00.819000000000000,-4688.7158203125
100,1.0,4000,731,00.817250000000000,-4658.75634765625
100,1.0,4000,740,00.815000000000000,-4602.05615234375
100,1.0,4000,744,00.814000000000000,-4537.84375
100,1.0,4000,748,00.813000000000000,-4553.8857421875
100,1.0,4000,753,00.811750000000000,-4601.7109375
100,1.0,4000,757,00.810750000000000,-4661.91357421875
100,1.0,4000,766,00.808500000000000,-4649.86083984375
100,1.0,4000,770,00.807500000000000,-4660.63818359375
100,1.0,4000,772,00.807000000000000,-4642.4443359375
100,1.0,4000,774,00.806500000000000,-4645.77587890625
100,1.0,4000,781,00.804750000000000,-4666.64013671875
100,1.0,4000,786,00.803500000000000,-4648.6689453125
100,1.0,4000,788,00.803000000000000,-4633.361328125
100,1.0,4000,793,00.801750000000000,-4624.5703125
100,1.0,4000,795,00.801250000000000,-4617.291015625
100,1.0,4000,799,00.800250000000000,-4590.52294921875
100,1.0,4000,803,00.799250000000000,-4562.3876953125
100,1.0,4000,809,00.797750000000000,-4457.28955078125
100,1.0,4000,810,00.797500000000000,-4462.1865234375
100,1.0,4000,833,00.791750000000000,-4495.93017578125
100,1.0,4000,837,00.790750000000000,-4713.873046875
100,1.0,4000,870,00.782500000000000,-5075.91259765625
100,1.0,4000,877,00.780750000000000,-5085.95361328125
100,1.0,4000,883,00.779250000000000,-5003.771484375
100,1.0,4000,897,00.775750000000000,-4587.19140625
100,1.0,4000,901,00.774750000000000,-4641.470703125
100,1.0,4000,908,00.773000000000000,-4589.44482421875
100,1.0,4000,910,00.772500000000000,-4574.8447265625
100,1.0,4000,916,00.771000000000000,-4560.89794921875
100,1.0,4000,918,00.770500000000000,-4556.109375
100,1.0,4000,932,00.767000000000000,-4501.576171875
100,1.0,4000,933,00.766750000000000,-4497.21826171875
100,1.0,4000,943,00.764250000000000,-4427.197265625
100,1.0,4000,946,00.763500000000000,-4389.0390625
100,1.0,4000,955,00.761250000000000,-4317.6064453125
100,1.0,4000,959,00.760250000000000,-4306.50732421875
100,1.0,4000,963,00.759250000000000,-4321.88134765625
100,1.0,4000,972,00.757000000000000,-4365.384765625
100,1.0,4000,973,00.756750000000000,-4370.0361328125
100,1.0,4000,979,00.755250000000000,-4355.896484375
100,1.0,4000,980,00.755000000000000,-4363.6044921875
100,1.0,4000,985,00.753750000000000,-4365.4150390625
100,1.0,4000,997,00.750750000000000,-4434.56982421875
100,1.0,4000,1003,00.749250000000000,-4450.4296875
100,1.0,4000,1006,00.748500000000000,-4455.9951171875
100,1.0,4000,1015,00.746250000000000,-4502.27587890625
100,1.0,4000,1026,00.743500000000000,-4420.85693359375
100,1.0,4000,1045,00.738750000000000,-4442.6396484375
100,1.0,4000,1058,00.735500000000000,-4406.8359375
100,1.0,4000,1064,00.734000000000000,-4390.3955078125
100,1.0,4000,1067,00.733250000000000,-4412.98583984375
100,1.0,4000,1069,00.732750000000000,-4422.12890625
100,1.0,4000,1073,00.731750000000000,-4418.0234375
100,1.0,4000,1079,00.730250000000000,-4419.62548828125
100,1.0,4000,1084,00.729000000000000,-4422.90478515625
100,1.0,4000,1094,00.726500000000000,-4409.4150390625
100,1.0,4000,1100,00.725000000000000,-4477.5263671875
100,1.0,4000,1105,00.723750000000000,-4498.421875
100,1.0,4000,1115,00.721250000000000,-4572.958984375
100,1.0,4000,1120,00.720000000000000,-4600.90673828125
100,1.0,4000,1157,00.710750000000000,-4776.99560546875
100,1.0,4000,1161,00.709750000000000,-4741.03369140625
100,1.0,4000,1162,00.709500000000000,-4735.935546875
100,1.0,4000,1163,00.709250000000000,-4732.01318359375
100,1.0,4000,1181,00.704750000000000,-4785.458984375
100,1.0,4000,1193,00.701750000000000,-4787.072265625
100,1.0,4000,1194,00.701500000000000,-4778.162109375
100,1.0,4000,1200,00.700000000000000,-4759.291015625
100,1.0,4000,1207,00.698250000000000,-4722.03857421875
100,1.0,4000,1233,00.691750000000000,-4850.94580078125
100,1.0,4000,1235,00.691250000000000,-4860.9423828125
100,1.0,4000,1245,00.688750000000000,-4952.27392578125
100,1.0,4000,1256,00.686000000000000,-5130.5126953125
100,1.0,4000,1259,00.685250000000000,-5167.984375
100,1.0,4000,1262,00.684500000000000,-5158.96728515625
100,1.0,4000,1282,00.679500000000000,-5191.40771484375
100,1.0,4000,1288,00.678000000000000,-5204.19580078125
100,1.0,4000,1295,00.676250000000000,-5157.0341796875
100,1.0,4000,1301,00.674750000000000,-5039.3115234375
100,1.0,4000,1311,00.672250000000000,-4973.345703125
100,1.0,4000,1317,00.670750000000000,-4931.69091796875
100,1.0,4000,1320,00.670000000000000,-4925.02685546875
100,1.0,4000,1331,00.667250000000000,-4914.888671875
100,1.0,4000,1334,00.666500000000000,-4925.458984375
100,1.0,4000,1337,00.665750000000000,-4943.35107421875
100,1.0,4000,1338,00.665500000000000,-4953.0576171875
100,1.0,4000,1386,00.653500000000000,-4737.373046875
100,1.0,4000,1389,00.652750000000000,-4706.5302734375
100,1.0,4000,1392,00.652000000000000,-4691.2626953125
100,1.0,4000,1393,00.651750000000000,-4685.79638671875
100,1.0,4000,1415,00.646250000000000,-4661.96142578125
100,1.0,4000,1427,00.643250000000000,-4715.61865234375
100,1.0,4000,1429,00.642750000000000,-4738.93115234375
100,1.0,4000,1433,00.641750000000000,-4717.95556640625
100,1.0,4000,1437,00.640750000000000,-4707.50439453125
100,1.0,4000,1441,00.639750000000000,-4706.970703125
100,1.0,4000,1466,00.633500000000000,-4648.15478515625
100,1.0,4000,1467,00.633250000000000,-4646.11474609375
100,1.0,4000,1478,00.630500000000000,-4661.85302734375
100,1.0,4000,1486,00.628500000000000,-4656.27294921875
100,1.0,4000,1490,00.627500000000000,-4671.0751953125
100,1.0,4000,1492,00.627000000000000,-4657.71533203125
100,1.0,4000,1509,00.622750000000000,-4624.48974609375
100,1.0,4000,1524,00.619000000000000,-4755.751953125
100,1.0,4000,1528,00.618000000000000,-4699.51171875
100,1.0,4000,1553,00.611750000000000,-4770.498046875
100,1.0,4000,1569,00.607750000000000,-4669.06005859375
100,1.0,4000,1570,00.607500000000000,-4655.95703125
100,1.0,4000,1585,00.603750000000000,-4669.72705078125
100,1.0,4000,1589,00.602750000000000,-4722.5029296875
100,1.0,4000,1598,00.600500000000000,-4672.65771484375
100,1.0,4000,1605,00.598750000000000,-4666.03125
100,1.0,4000,1606,00.598500000000000,-4675.70556640625
100,1.0,4000,1619,00.595250000000000,-4729.39501953125
100,1.0,4000,1628,00.593000000000000,-4759.462890625
100,1.0,4000,1633,00.591750000000000,-4757.42138671875
100,1.0,4000,1638,00.590500000000000,-4672.49755859375
100,1.0,4000,1641,00.589750000000000,-4672.953125
100,1.0,4000,1646,00.588500000000000,-4661.767578125
100,1.0,4000,1649,00.587750000000000,-4654.6474609375
100,1.0,4000,1661,00.584750000000000,-4594.68603515625
100,1.0,4000,1669,00.582750000000000,-4600.33203125
100,1.0,4000,1676,00.581000000000000,-4595.537109375
100,1.0,4000,1683,00.579250000000000,-4616.25048828125
100,1.0,4000,1692,00.577000000000000,-4632.11181640625
100,1.0,4000,1696,00.576000000000000,-4647.43359375
100,1.0,4000,1697,00.575750000000000,-4642.84619140625
100,1.0,4000,1698,00.575500000000000,-4633.71630859375
100,1.0,4000,1700,00.575000000000000,-4625.3623046875
100,1.0,4000,1703,00.574250000000000,-4633.03369140625
100,1.0,4000,1710,00.572500000000000,-4636.25732421875
100,1.0,4000,1719,00.570250000000000,-4615.20947265625
100,1.0,4000,1729,00.567750000000000,-4638.28173828125
100,1.0,4000,1733,00.566750000000000,-4652.27783203125
100,1.0,4000,1735,00.566250000000000,-4671.32080078125
100,1.0,4000,1738,00.565500000000000,-4650.39794921875
100,1.0,4000,1743,00.564250000000000,-4642.15380859375
100,1.0,4000,1746,00.563500000000000,-4629.5205078125
100,1.0,4000,1747,00.563250000000000,-4622.673828125
100,1.0,4000,1748,00.563000000000000,-4618.91015625
100,1.0,4000,1767,00.558250000000000,-4598.9248046875
100,1.0,4000,1776,00.556000000000000,-4540.78857421875
100,1.0,4000,1782,00.554500000000000,-4531.50537109375
100,1.0,4000,1789,00.552750000000000,-4522.28955078125
100,1.0,4000,1790,00.552500000000000,-4512.17578125
100,1.0,4000,1799,00.550250000000000,-4482.64306640625
100,1.0,4000,1806,00.548500000000000,-4492.69482421875
100,1.0,4000,1818,00.545500000000000,-4511.0693359375
100,1.0,4000,1827,00.543250000000000,-4523.63525390625
100,1.0,4000,1831,00.542250000000000,-4499.23681640625
100,1.0,4000,1841,00.539750000000000,-4560.822265625
100,1.0,4000,1845,00.538750000000000,-4580.35986328125
100,1.0,4000,1854,00.536500000000000,-4550.46435546875
100,1.0,4000,1867,00.533250000000000,-4539.470703125
100,1.0,4000,1870,00.532500000000000,-4523.013671875
100,1.0,4000,1876,00.531000000000000,-4569.57568359375
100,1.0,4000,1878,00.530500000000000,-4556.10498046875
100,1.0,4000,1912,00.522000000000000,-4564.2373046875
100,1.0,4000,1918,00.520500000000000,-4617.4794921875
100,1.0,4000,1935,00.516250000000000,-4856.810546875
100,1.0,4000,1937,00.515750000000000,-4880.62158203125
100,1.0,4000,1939,00.515250000000000,-4895.50244140625
100,1.0,4000,1945,00.513750000000000,-4943.69189453125
100,1.0,4000,1948,00.513000000000000,-4946.75732421875
100,1.0,4000,1950,00.512500000000000,-4971.46337890625
100,1.0,4000,1968,00.508000000000000,-4959.431640625
100,1.0,4000,1982,00.504500000000000,-4787.62060546875
100,1.0,4000,1984,00.504000000000000,-4769.1533203125
100,1.0,4000,2002,00.499500000000000,-4664.130859375
100,1.0,4000,2006,00.498500000000000,-4621.5322265625
100,1.0,4000,2014,00.496500000000000,-4575.6787109375
100,1.0,4000,2031,00.492250000000000,-4585.451171875
100,1.0,4000,2037,00.490750000000000,-4546.01220703125
100,1.0,4000,2061,00.484750000000000,-4485.80712890625
100,1.0,4000,2073,00.481750000000000,-4436.41796875
100,1.0,4000,2074,00.481500000000000,-4431.23046875
100,1.0,4000,2077,00.480750000000000,-4409.50634765625
100,1.0,4000,2078,00.480500000000000,-4411.9375
100,1.0,4000,2080,00.480000000000000,-4392.23974609375
100,1.0,4000,2082,00.479500000000000,-4391.47900390625
100,1.0,4000,2086,00.478500000000000,-4371.6982421875
100,1.0,4000,2090,00.477500000000000,-4384.38671875
100,1.0,4000,2095,00.476250000000000,-4391.6474609375
100,1.0,4000,2097,00.475750000000000,-4402.57568359375
100,1.0,4000,2112,00.472000000000000,-4446.84033203125
100,1.0,4000,2146,00.463500000000000,-4472.8037109375
100,1.0,4000,2150,00.462500000000000,-4430.71533203125
100,1.0,4000,2152,00.462000000000000,-4439.92529296875
100,1.0,4000,2157,00.460750000000000,-4452.28857421875
100,1.0,4000,2166,00.458500000000000,-4393.97607421875
100,1.0,4000,2174,00.456500000000000,-4391.5966796875
100,1.0,4000,2178,00.455500000000000,-4417.26171875
100,1.0,4000,2188,00.453000000000000,-4464.5498046875
100,1.0,4000,2190,00.452500000000000,-4465.4228515625
100,1.0,4000,2192,00.452000000000000,-4467.5234375
100,1.0,4000,2193,00.451750000000000,-4473.9443359375
100,1.0,4000,2197,00.450750000000000,-4560.79443359375
100,1.0,4000,2200,00.450000000000000,-4584.7861328125
100,1.0,4000,2208,00.448000000000000,-4603.662109375
100,1.0,4000,2212,00.447000000000000,-4607.19384765625
100,1.0,4000,2226,00.443500000000000,-4658.60693359375
100,1.0,4000,2232,00.442000000000000,-4639.6220703125
100,1.0,4000,2237,00.440750000000000,-4625.9755859375
100,1.0,4000,2238,00.440500000000000,-4624.828125
100,1.0,4000,2240,00.440000000000000,-4658.30615234375
100,1.0,4000,2243,00.439250000000000,-4646.2890625
100,1.0,4000,2245,00.438750000000000,-4554.8681640625
100,1.0,4000,2247,00.438250000000000,-4537.19921875
100,1.0,4000,2248,00.438000000000000,-4533.65966796875
100,1.0,4000,2255,00.436250000000000,-4521.86279296875
100,1.0,4000,2258,00.435500000000000,-4504.7587890625
100,1.0,4000,2263,00.434250000000000,-4496.4091796875
100,1.0,4000,2282,00.429500000000000,-4420.80615234375
100,1.0,4000,2292,00.427000000000000,-4447.35400390625
100,1.0,4000,2298,00.425500000000000,-4448.62158203125
100,1.0,4000,2304,00.424000000000000,-4462.27099609375
100,1.0,4000,2308,00.423000000000000,-4477.3759765625
100,1.0,4000,2309,00.422750000000000,-4488.32373046875
100,1.0,4000,2320,00.420000000000000,-4511.0634765625
100,1.0,4000,2321,00.419750000000000,-4496.5234375
100,1.0,4000,2336,00.416000000000000,-4535.13525390625
100,1.0,4000,2346,00.413500000000000,-4447.3876953125
100,1.0,4000,2355,00.411250000000000,-4429.052734375
100,1.0,4000,2372,00.407000000000000,-4346.70947265625
100,1.0,4000,2390,00.402500000000000,-4342.1640625
100,1.0,4000,2391,00.402250000000000,-4345.87255859375
100,1.0,4000,2393,00.401750000000000,-4354.36962890625
100,1.0,4000,2403,00.399250000000000,-4387.21435546875
100,1.0,4000,2407,00.398250000000000,-4393.337890625
100,1.0,4000,2426,00.393500000000000,-4494.3671875
100,1.0,4000,2437,00.390750000000000,-4459.29443359375
100,1.0,4000,2445,00.388750000000000,-4443.3203125
100,1.0,4000,2451,00.387250000000000,-4398.90234375
100,1.0,4000,2452,00.387000000000000,-4391.08837890625
100,1.0,4000,2454,00.386500000000000,-4387.13671875
100,1.0,4000,2456,00.386000000000000,-4381.09814453125
100,1.0,4000,2461,00.384750000000000,-4386.41845703125
100,1.0,4000,2486,00.378500000000000,-4496.2578125
100,1.0,4000,2487,00.378250000000000,-4499.92431640625
100,1.0,4000,2497,00.375750000000000,-4515.3564453125
100,1.0,4000,2499,00.375250000000000,-4533.93896484375
100,1.0,4000,2504,00.374000000000000,-4549.68359375
100,1.0,4000,2518,00.370500000000000,-4525.2763671875
100,1.0,4000,2524,00.369000000000000,-4545.13525390625
100,1.0,4000,2531,00.367250000000000,-4554.8212890625
100,1.0,4000,2533,00.366750000000000,-4548.90283203125
100,1.0,4000,2548,00.363000000000000,-4511.07861328125
100,1.0,4000,2552,00.362000000000000,-4521.908203125
100,1.0,4000,2554,00.361500000000000,-4530.12841796875
100,1.0,4000,2567,00.358250000000000,-4576.326171875
100,1.0,4000,2579,00.355250000000000,-4604.1591796875
100,1.0,4000,2591,00.352250000000000,-4632.33984375
100,1.0,4000,2592,00.352000000000000,-4640.4814453125
100,1.0,4000,2593,00.351750000000000,-4648.32373046875
100,1.0,4000,2601,00.349750000000000,-4658.435546875
100,1.0,4000,2607,00.348250000000000,-4685.1396484375
100,1.0,4000,2624,00.344000000000000,-4635.73388671875
100,1.0,4000,2630,00.342500000000000,-4616.830078125
100,1.0,4000,2631,00.342250000000000,-4611.90087890625
100,1.0,4000,2639,00.340250000000000,-4607.87646484375
100,1.0,4000,2645,00.338750000000000,-4602.9384765625
100,1.0,4000,2651,00.337250000000000,-4620.15673828125
100,1.0,4000,2656,00.336000000000000,-4578.67236328125
100,1.0,4000,2679,00.330250000000000,-4607.150390625
100,1.0,4000,2681,00.329750000000000,-4604.4990234375
100,1.0,4000,2686,00.328500000000000,-4617.51318359375
100,1.0,4000,2691,00.327250000000000,-4604.34912109375
100,1.0,4000,2704,00.324000000000000,-4556.36474609375
100,1.0,4000,2711,00.322250000000000,-4561.96923828125
100,1.0,4000,2726,00.318500000000000,-4528.99365234375
100,1.0,4000,2738,00.315500000000000,-4464.09228515625
100,1.0,4000,2741,00.314750000000000,-4477.28076171875
100,1.0,4000,2755,00.311250000000000,-4471.72607421875
100,1.0,4000,2756,00.311000000000000,-4481.689453125
100,1.0,4000,2758,00.310500000000000,-4470.86376953125
100,1.0,4000,2790,00.302500000000000,-4570.22607421875
100,1.0,4000,2791,00.302250000000000,-4573.17578125
100,1.0,4000,2792,00.302000000000000,-4577.9248046875
100,1.0,4000,2799,00.300250000000000,-4602.22509765625
100,1.0,4000,2810,00.297500000000000,-4626.97998046875
100,1.0,4000,2825,00.293750000000000,-4611.46826171875
100,1.0,4000,2828,00.293000000000000,-4617.3232421875
100,1.0,4000,2830,00.292500000000000,-4603.306640625
100,1.0,4000,2860,00.285000000000000,-4538.70947265625
100,1.0,4000,2873,00.281750000000000,-4548.005859375
100,1.0,4000,2882,00.279500000000000,-4523.0888671875
100,1.0,4000,2891,00.277250000000000,-4523.37939453125
100,1.0,4000,2897,00.275750000000000,-4538.4599609375
100,1.0,4000,2901,00.274750000000000,-4526.77001953125
100,1.0,4000,2918,00.270500000000000,-4518.7998046875
100,1.0,4000,2920,00.270000000000000,-4505.900390625
100,1.0,4000,2921,00.269750000000000,-4513.28564453125
100,1.0,4000,2922,00.269500000000000,-4510.50048828125
100,1.0,4000,2933,00.266750000000000,-4498.96142578125
100,1.0,4000,2951,00.262250000000000,-4480.591796875
100,1.0,4000,2968,00.258000000000000,-4428.7373046875
100,1.0,4000,2976,00.256000000000000,-4416.73828125
100,1.0,4000,2999,00.250250000000000,-4401.15087890625
100,1.0,4000,3008,00.248000000000000,-4369.685546875
100,1.0,4000,3010,00.247500000000000,-4360.5029296875
100,1.0,4000,3012,00.247000000000000,-4358.189453125
100,1.0,4000,3016,00.246000000000000,-4337.29150390625
100,1.0,4000,3017,00.245750000000000,-4323.236328125
100,1.0,4000,3028,00.243000000000000,-4368.45654296875
100,1.0,4000,3031,00.242250000000000,-4376.6142578125
100,1.0,4000,3039,00.240250000000000,-4365.60302734375
100,1.0,4000,3042,00.239500000000000,-4362.0791015625
100,1.0,4000,3051,00.237250000000000,-4380.27734375
100,1.0,4000,3066,00.233500000000000,-4468.48681640625
100,1.0,4000,3070,00.232500000000000,-4453.515625
100,1.0,4000,3072,00.232000000000000,-4440.25537109375
100,1.0,4000,3087,00.228250000000000,-4434.51953125
100,1.0,4000,3100,00.225000000000000,-4461.68994140625
100,1.0,4000,3123,00.219250000000000,-4457.37451171875
100,1.0,4000,3138,00.215500000000000,-4415.47900390625
100,1.0,4000,3139,00.215250000000000,-4413.30859375
100,1.0,4000,3146,00.213500000000000,-4406.7314453125
100,1.0,4000,3151,00.212250000000000,-4391.15234375
100,1.0,4000,3156,00.211000000000000,-4388.83984375
100,1.0,4000,3160,00.210000000000000,-4360.2431640625
100,1.0,4000,3162,00.209500000000000,-4358.87109375
100,1.0,4000,3178,00.205500000000000,-4362.658203125
100,1.0,4000,3196,00.201000000000000,-4391.14404296875
100,1.0,4000,3197,00.200750000000000,-4411.81298828125
100,1.0,4000,3204,00.199000000000000,-4437.90869140625
100,1.0,4000,3207,00.198250000000000,-4428.2236328125
100,1.0,4000,3231,00.192250000000000,-4424.08544921875
100,1.0,4000,3234,00.191500000000000,-4429.150390625
100,1.0,4000,3241,00.189750000000000,-4417.9716796875
100,1.0,4000,3244,00.189000000000000,-4424.63623046875
100,1.0,4000,3245,00.188750000000000,-4426.345703125
100,1.0,4000,3247,00.188250000000000,-4432.357421875
100,1.0,4000,3248,00.188000000000000,-4434.287109375
100,1.0,4000,3268,00.183000000000000,-4473.96044921875
100,1.0,4000,3273,00.181750000000000,-4496.6806640625
100,1.0,4000,3282,00.179500000000000,-4502.7490234375
100,1.0,4000,3284,00.179000000000000,-4495.3828125
100,1.0,4000,3306,00.173500000000000,-4513.97607421875
100,1.0,4000,3314,00.171500000000000,-4473.07958984375
100,1.0,4000,3328,00.168000000000000,-4526.9052734375
100,1.0,4000,3329,00.167750000000000,-4541.89501953125
100,1.0,4000,3334,00.166500000000000,-4534.13818359375
100,1.0,4000,3339,00.165250000000000,-4523.9375
100,1.0,4000,3346,00.163500000000000,-4508.29833984375
100,1.0,4000,3375,00.156250000000000,-4390.88818359375
100,1.0,4000,3377,00.155750000000000,-4381.25830078125
100,1.0,4000,3379,00.155250000000000,-4359.931640625
100,1.0,4000,3387,00.153250000000000,-4433.2802734375
100,1.0,4000,3404,00.149000000000000,-4509.1494140625
100,1.0,4000,3409,00.147750000000000,-4497.41259765625
